,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
3005,Feature,us20008mrk,4.4,"southwest of Sumatra, Indonesia",1487350714430,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mrk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mrk&format=geojson,,,,,reviewed,0,298,us,20008mrk,",us20008mrk,",",us,",",origin,phase-data,",,2.619,1.18,183.0,mb,earthquake,"M 4.4 - southwest of Sumatra, Indonesia",Point,"[97.4907, -1.3316, 31.76]"
3006,Feature,ak01727njf6k,0.6,"15 km ESE of Chickaloon, Alaska",1487349412123,1560871697348,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727njf6k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727njf6k&format=geojson,,,,,reviewed,0,6,ak,01727njf6k,",ak15287146,ak01727njf6k,",",ak,ak,",",associate,origin,phase-data,",,,0.42,,ml,earthquake,"M 0.6 - 15 km ESE of Chickaloon, Alaska",Point,"[-148.219, 61.7262, 7.7]"
3007,Feature,ak01727ngzgj,1.7,"7 km N of Susitna, Alaska",1487348715237,1560871696804,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ngzgj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ngzgj&format=geojson,,,,,reviewed,0,44,ak,01727ngzgj,",ak15286649,ak01727ngzgj,",",ak,ak,",",associate,origin,phase-data,",,,0.59,,ml,earthquake,"M 1.7 - 7 km N of Susitna, Alaska",Point,"[-150.5067, 61.6096, 51.5]"
3008,Feature,nc72765131,1.66,"20 km SE of Livermore, California",1487348238680,1487381943530,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765131&format=geojson,,,,,reviewed,0,42,nc,72765131,",nc72765131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1539,0.06,124.0,md,earthquake,"M 1.7 - 20 km SE of Livermore, California",Point,"[-121.5725, 37.5748333, 9.18]"
3009,Feature,us20008mcj,3.8,"11 km SE of Akutan, Alaska",1487347811960,1558435236517,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mcj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mcj&format=geojson,,,,,reviewed,0,222,us,20008mcj,",ak15286643,ak01727ndrm2,us20008mcj,",",ak,ak,us,",",associate,origin,phase-data,",,0.1,1.18,177.0,mb,earthquake,"M 3.8 - 11 km SE of Akutan, Alaska",Point,"[-165.6397, 54.0725, 123.63]"
3010,Feature,ci37585431,1.26,"13km NW of Big Bear Lake, CA",1487347514480,1494958483283,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585431&format=geojson,,,,,reviewed,0,24,ci,37585431,",ci37585431,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.06902,0.15,62.0,ml,earthquake,"M 1.3 - 13km NW of Big Bear Lake, CA",Point,"[-117.0055, 34.3261667, 4.24]"
3011,Feature,nn00578927,0.0,"45 km ESE of Beatty, Nevada",1487347189260,1530555964107,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578927&format=geojson,,,,,reviewed,0,0,nn,00578927,",nn00578927,",",nn,",",origin,phase-data,",11.0,0.063,0.1227,101.94,ml,earthquake,"M 0.0 - 45 km ESE of Beatty, Nevada",Point,"[-116.3193, 36.7062, 8.6]"
3012,Feature,ak01727n1u8h,1.1,"35 km E of Skwentna, Alaska",1487346889131,1560871696280,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727n1u8h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727n1u8h&format=geojson,,,,,reviewed,0,19,ak,01727n1u8h,",ak15380823,ak01727n1u8h,",",ak,ak,",",associate,origin,phase-data,",,,0.52,,ml,earthquake,"M 1.1 - 35 km E of Skwentna, Alaska",Point,"[-150.7295, 61.9426, 12.3]"
3013,Feature,ak01727n1cmc,1.4,"19 km SSE of Central, Alaska",1487346740844,1560871695433,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727n1cmc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727n1cmc&format=geojson,,,,,reviewed,0,30,ak,01727n1cmc,",ak15286641,ak01727n1cmc,",",ak,ak,",",associate,origin,phase-data,",,,0.63,,ml,earthquake,"M 1.4 - 19 km SSE of Central, Alaska",Point,"[-144.6992, 65.4007, 2.8]"
3014,Feature,nn00590674,0.8,"29 km ENE of Bridgeport, California",1487346669541,1530555966094,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590674,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590674&format=geojson,,,,,reviewed,0,10,nn,00590674,",nn00590674,",",nn,",",origin,phase-data,",6.0,0.017,0.0386,194.81,ml,earthquake,"M 0.8 - 29 km ENE of Bridgeport, California",Point,"[-118.9157, 38.3611, 7.5]"
3015,Feature,hv61610121,2.46,"24 km WNW of Puako, Hawaii",1487346544190,1594069299050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61610121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61610121&format=geojson,20.0,3.4,,,reviewed,0,100,hv,61610121,",hv61610121,us20008kgm,",",hv,us,",",dyfi,origin,phase-data,",18.0,,0.13,139.0,ml,earthquake,"M 2.5 - 24 km WNW of Puako, Hawaii",Point,"[-156.0443333, 20.0636667, 38.67]"
3016,Feature,ak01727mzfaw,0.4,"15 km NNE of Four Mile Road, Alaska",1487346202483,1560871694841,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727mzfaw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727mzfaw&format=geojson,,,,,reviewed,0,2,ak,01727mzfaw,",ak15286640,ak01727mzfaw,",",ak,ak,",",associate,origin,phase-data,",,,0.37,,ml,earthquake,"M 0.4 - 15 km NNE of Four Mile Road, Alaska",Point,"[-149.0431, 64.7411, 15.3]"
3017,Feature,ci37585423,0.52,"10km NE of Aguanga, CA",1487345882150,1494958678955,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585423&format=geojson,,,,,reviewed,0,4,ci,37585423,",ci37585423,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.07874,0.13,84.0,ml,earthquake,"M 0.5 - 10km NE of Aguanga, CA",Point,"[-116.7876667, 33.4986667, 4.46]"
3018,Feature,ak01727mxsck,1.0,"31 km WSW of Manley Hot Springs, Alaska",1487345758445,1560871694145,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727mxsck,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727mxsck&format=geojson,,,,,reviewed,0,15,ak,01727mxsck,",ak15286637,ak01727mxsck,",",ak,ak,",",associate,origin,phase-data,",,,0.38,,ml,earthquake,"M 1.0 - 31 km WSW of Manley Hot Springs, Alaska",Point,"[-151.2472, 64.8877, 13.1]"
3019,Feature,hv61610021,4.66,"25 km WNW of Puako, Hawaii",1487345610660,1594069302340,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61610021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61610021&format=geojson,1571.0,4.8,3.72,green,reviewed,0,814,hv,61610021,",hv61610021,us20008kgj,pt17048050,",",hv,us,pt,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",25.0,,0.13,133.0,ml,earthquake,"M 4.7 - 25 km WNW of Puako, Hawaii",Point,"[-156.0566667, 20.0665, 40.05]"
3020,Feature,nc72765126,1.45,"10km WNW of The Geysers, CA",1487345481920,1529019610430,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765126&format=geojson,,,,,reviewed,0,32,nc,72765126,",nc72765126,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.003286,0.06,46.0,md,earthquake,"M 1.5 - 10km WNW of The Geysers, CA",Point,"[-122.8548333, 38.8246667, 2.92]"
3021,Feature,ak01727mwm3l,1.5,Southern Alaska,1487345410893,1560871693508,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727mwm3l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727mwm3l&format=geojson,,,,,reviewed,0,35,ak,01727mwm3l,",ak15286635,ak01727mwm3l,",",ak,ak,",",associate,origin,phase-data,",,,0.21,,ml,earthquake,M 1.5 - Southern Alaska,Point,"[-152.9875, 59.6024, 101.4]"
3022,Feature,nc72765121,1.91,"18 km NNE of Upper Lake, California",1487343204810,1487376722845,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765121&format=geojson,,,,,reviewed,0,56,nc,72765121,",nc72765121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1762,0.1,50.0,md,earthquake,"M 1.9 - 18 km NNE of Upper Lake, California",Point,"[-122.7945, 39.303, 10.79]"
3023,Feature,ak01727mfwm1,1.1,"42 km NNE of Petersville, Alaska",1487343135619,1560871693032,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727mfwm1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727mfwm1&format=geojson,,,,,reviewed,0,19,ak,01727mfwm1,",ak15380818,ak01727mfwm1,",",ak,ak,",",associate,origin,phase-data,",,,0.56,,ml,earthquake,"M 1.1 - 42 km NNE of Petersville, Alaska",Point,"[-150.5167, 62.8596, 78.1]"
3024,Feature,nn00590673,0.8,"29 km WSW of Hawthorne, Nevada",1487342763671,1530555966008,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00590673,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00590673&format=geojson,,,,,reviewed,0,10,nn,00590673,",nn00590673,",",nn,",",origin,phase-data,",5.0,0.043,0.1075,264.78,ml,earthquake,"M 0.8 - 29 km WSW of Hawthorne, Nevada",Point,"[-118.9242, 38.3933, 7.3]"
3025,Feature,ci37585343,0.81,"8km SSW of Idyllwild, CA",1487342493860,1494959057567,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585343&format=geojson,,,,,reviewed,0,10,ci,37585343,",ci37585343,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.04866,0.16,112.0,ml,earthquake,"M 0.8 - 8km SSW of Idyllwild, CA",Point,"[-116.7605, 33.6815, 15.67]"
3026,Feature,nn00578926,1.3,"5 km SW of Topaz Lake, Nevada",1487341230812,1530555963999,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578926&format=geojson,,,,,reviewed,0,26,nn,00578926,",nn00578926,",",nn,",",origin,phase-data,",6.0,0.423,0.2135,134.01,ml,earthquake,"M 1.3 - 5 km SW of Topaz Lake, Nevada",Point,"[-119.5828, 38.6565, 1]"
3027,Feature,ci37585335,2.57,"11km E of Temecula, CA",1487340687180,1494958782470,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585335&format=geojson,31.0,3.8,,,reviewed,0,113,ci,37585335,",ci37585335,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",110.0,0.02942,0.2,21.0,ml,earthquake,"M 2.6 - 11km E of Temecula, CA",Point,"[-117.0303333, 33.4815, 17.88]"
3028,Feature,ak01727m6nun,2.1,"70 km SE of Unalaska, Alaska",1487340543032,1560871690197,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727m6nun,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727m6nun&format=geojson,,,,,reviewed,0,68,ak,01727m6nun,",ak15285644,ak01727m6nun,",",ak,ak,",",associate,origin,phase-data,",,,0.25,,ml,earthquake,"M 2.1 - 70 km SE of Unalaska, Alaska",Point,"[-165.8725, 53.3832, 35.1]"
3029,Feature,us20008kga,4.7,"75 km W of Kirakira, Solomon Islands",1487340340640,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kga,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kga&format=geojson,,,,,reviewed,0,340,us,20008kga,",us20008kga,",",us,",",origin,phase-data,",,1.586,0.62,130.0,mb,earthquake,"M 4.7 - 75 km W of Kirakira, Solomon Islands",Point,"[161.2381, -10.3927, 80.12]"
3030,Feature,ak01727m51ll,1.6,"43 km SSE of Nelchina, Alaska",1487340108097,1560871689690,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727m51ll,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727m51ll&format=geojson,,,,,reviewed,0,39,ak,01727m51ll,",ak15285641,ak01727m51ll,",",ak,ak,",",associate,origin,phase-data,",,,0.66,,ml,earthquake,"M 1.6 - 43 km SSE of Nelchina, Alaska",Point,"[-146.4404, 61.6311, 33.2]"
3031,Feature,ak01727lv3yn,1.1,"70 km S of Haines Junction, Canada",1487339713118,1560871689170,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lv3yn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lv3yn&format=geojson,,,,,reviewed,0,19,ak,01727lv3yn,",ak15285639,ak01727lv3yn,",",ak,ak,",",associate,origin,phase-data,",,,0.82,,ml,earthquake,"M 1.1 - 70 km S of Haines Junction, Canada",Point,"[-137.445, 60.1222, 9.2]"
3032,Feature,ak01727ltp4q,3.9,"58 km E of Atka, Alaska",1487339334344,1560871688649,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ltp4q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ltp4q&format=geojson,,,,,reviewed,0,234,ak,01727ltp4q,",ak15285634,ak01727ltp4q,",",ak,ak,",",associate,origin,phase-data,",,,0.41,,ml,earthquake,"M 3.9 - 58 km E of Atka, Alaska",Point,"[-173.3561, 52.1055, 69.3]"
3033,Feature,us20008kg2,4.0,south of the Aleutian Islands,1487339288010,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kg2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kg2&format=geojson,,,,,reviewed,0,246,us,20008kg2,",us20008kg2,",",us,",",origin,phase-data,",,5.347,1.39,339.0,mb,earthquake,M 4.0 - south of the Aleutian Islands,Point,"[-175.7153, 48.9506, 14.56]"
3034,Feature,ak01727lsmhx,0.9,"57 km WNW of Petersville, Alaska",1487339033653,1560871688196,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lsmhx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lsmhx&format=geojson,,,,,reviewed,0,12,ak,01727lsmhx,",ak15380813,ak01727lsmhx,",",ak,ak,",",associate,origin,phase-data,",,,0.77,,ml,earthquake,"M 0.9 - 57 km WNW of Petersville, Alaska",Point,"[-151.806, 62.6985, 17.8]"
3035,Feature,nn00578878,1.1,"35 km NE of Benton, California",1487338890480,1530555965908,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578878,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578878&format=geojson,,,,,reviewed,0,19,nn,00578878,",nn00578878,",",nn,",",origin,phase-data,",11.0,0.354,0.1624,68.91,ml,earthquake,"M 1.1 - 35 km NE of Benton, California",Point,"[-118.1648, 38.0198, 2.1]"
3036,Feature,ak01727lpjk6,1.8,"67 km SE of Unalaska, Alaska",1487338155904,1560871687344,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lpjk6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lpjk6&format=geojson,,,,,reviewed,0,50,ak,01727lpjk6,",ak15285632,ak01727lpjk6,",",ak,ak,",",associate,origin,phase-data,",,,0.29,,ml,earthquake,"M 1.8 - 67 km SE of Unalaska, Alaska",Point,"[-165.8744, 53.4128, 35.7]"
3037,Feature,ak01727lpc6f,1.6,"69 km SE of Unalaska, Alaska",1487338100230,1560871686832,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lpc6f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lpc6f&format=geojson,,,,,reviewed,0,39,ak,01727lpc6f,",ak15285631,ak01727lpc6f,",",ak,ak,",",associate,origin,phase-data,",,,0.29,,ml,earthquake,"M 1.6 - 69 km SE of Unalaska, Alaska",Point,"[-165.8478, 53.3998, 35.8]"
3038,Feature,ci37585327,0.21,"9km NE of Aguanga, CA",1487337856950,1494958888161,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585327&format=geojson,,,,,reviewed,0,1,ci,37585327,",ci37585327,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.08628,0.15,137.0,ml,earthquake,"M 0.2 - 9km NE of Aguanga, CA",Point,"[-116.79, 33.491, 5.19]"
3039,Feature,nn00578925,-0.3,"38 km ENE of Furnace Creek, California",1487337821638,1530555963909,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578925&format=geojson,,,,,reviewed,0,0,nn,00578925,",nn00578925,",",nn,",",origin,phase-data,",8.0,0.116,0.0955,116.45,ml,earthquake,"M -0.3 - 38 km ENE of Furnace Creek, California",Point,"[-116.4787, 36.6167, 0.9]"
3040,Feature,ak01727lnt00,1.7,"67 km SE of Unalaska, Alaska",1487337665124,1560871686323,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lnt00,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lnt00&format=geojson,,,,,reviewed,0,44,ak,01727lnt00,",ak15285630,ak01727lnt00,",",ak,ak,",",associate,origin,phase-data,",,,0.16,,ml,earthquake,"M 1.7 - 67 km SE of Unalaska, Alaska",Point,"[-165.8925, 53.3984, 23.7]"
3041,Feature,nn00578924,0.8,"27 km WSW of Hawthorne, Nevada",1487337551256,1530555963828,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578924,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578924&format=geojson,,,,,reviewed,0,10,nn,00578924,",nn00578924,",",nn,",",origin,phase-data,",5.0,0.334,0.1152,169.8,ml,earthquake,"M 0.8 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.8897, 38.3945, 2.5]"
3042,Feature,nc72765111,1.1,"7 km W of Cobb, California",1487337544500,1487339102738,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765111&format=geojson,,,,,automatic,0,19,nc,72765111,",nc72765111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01827,0.03,88.0,md,earthquake,"M 1.1 - 7 km W of Cobb, California",Point,"[-122.8073349, 38.8258324, 0.19]"
3043,Feature,ak01727ln9ia,0.4,"30 km NNE of Paxson, Alaska",1487337532501,1560871685729,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ln9ia,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ln9ia&format=geojson,,,,,reviewed,0,2,ak,01727ln9ia,",ak15289158,ak01727ln9ia,",",ak,ak,",",associate,origin,phase-data,",,,0.39,,ml,earthquake,"M 0.4 - 30 km NNE of Paxson, Alaska",Point,"[-145.4465, 63.3518, 10]"
3044,Feature,ak01727ln6ei,2.4,"69 km SE of Unalaska, Alaska",1487337492268,1560871685198,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ln6ei,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ln6ei&format=geojson,,,,,reviewed,0,89,ak,01727ln6ei,",ak15380808,ak01727ln6ei,",",ak,ak,",",associate,origin,phase-data,",,,0.35,,ml,earthquake,"M 2.4 - 69 km SE of Unalaska, Alaska",Point,"[-165.8817, 53.3862, 45.5]"
3045,Feature,nc72765106,0.97,"8 km W of Cobb, California",1487337449140,1487338383725,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765106&format=geojson,,,,,automatic,0,14,nc,72765106,",nc72765106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.00849,0.01,112.0,md,earthquake,"M 1.0 - 8 km W of Cobb, California",Point,"[-122.8195038, 38.8191681, 2.1]"
3046,Feature,ci37585319,1.41,"8km W of Holtville, CA",1487337289610,1494957447705,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585319&format=geojson,,,,,reviewed,0,31,ci,37585319,",ci37585319,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01696,0.2,107.0,ml,earthquake,"M 1.4 - 8km W of Holtville, CA",Point,"[-115.4665, 32.8088333, 8.77]"
3047,Feature,ak01727lkfow,1.1,"26 km E of McKinley Park, Alaska",1487336732960,1560871684724,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727lkfow,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727lkfow&format=geojson,,,,,reviewed,0,19,ak,01727lkfow,",ak15285626,ak01727lkfow,",",ak,ak,",",associate,origin,phase-data,",,,0.32,,ml,earthquake,"M 1.1 - 26 km E of McKinley Park, Alaska",Point,"[-148.3703, 63.7529, 87.6]"
3048,Feature,ak01727ljj4d,1.0,"39 km NNW of Lake Minchumina, Alaska",1487336470858,1560871684259,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727ljj4d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727ljj4d&format=geojson,,,,,reviewed,0,15,ak,01727ljj4d,",ak15285623,ak01727ljj4d,",",ak,ak,",",associate,origin,phase-data,",,,0.73,,ml,earthquake,"M 1.0 - 39 km NNW of Lake Minchumina, Alaska",Point,"[-152.7158, 64.1888, 7.3]"
3049,Feature,us20008mch,3.7,"62 km SE of Unalaska, Alaska",1487336303590,1560871683751,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mch,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mch&format=geojson,,,,,reviewed,0,211,us,20008mch,",ak15285620,ak01727lac7k,us20008mch,",",ak,ak,us,",",associate,origin,phase-data,",,0.527,1.09,199.0,mb,earthquake,"M 3.7 - 62 km SE of Unalaska, Alaska",Point,"[-165.9279, 53.4452, 43.4]"
3050,Feature,ak01727l9xrm,0.4,"10 km NW of Four Mile Road, Alaska",1487336195068,1560871683172,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727l9xrm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727l9xrm&format=geojson,,,,,reviewed,0,2,ak,01727l9xrm,",ak15285619,ak01727l9xrm,",",ak,ak,",",associate,origin,phase-data,",,,0.47,,ml,earthquake,"M 0.4 - 10 km NW of Four Mile Road, Alaska",Point,"[-149.2639, 64.6728, 20.9]"
3051,Feature,ci37585311,0.83,"9km NE of Aguanga, CA",1487336192780,1494958945674,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37585311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37585311&format=geojson,,,,,reviewed,0,11,ci,37585311,",ci37585311,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.08314,0.09,60.0,ml,earthquake,"M 0.8 - 9km NE of Aguanga, CA",Point,"[-116.7886667, 33.494, 4.72]"
3052,Feature,us20008la8,2.6,"2 km W of Pecos, Texas",1487335192110,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008la8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008la8&format=geojson,1.0,3.4,,,reviewed,0,104,us,20008la8,",us20008la8,",",us,",",dyfi,origin,phase-data,",,0.888,0.56,134.0,ml,earthquake,"M 2.6 - 2 km W of Pecos, Texas",Point,"[-103.5215, 31.4267, 2.95]"
3053,Feature,mb80199699,1.16,"17 km SSW of Lima, Montana",1487335132470,1487343792050,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80199699,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80199699&format=geojson,,,,,reviewed,0,21,mb,80199699,",mb80199699,",",mb,",",origin,phase-data,",19.0,0.212,0.14,91.0,ml,earthquake,"M 1.2 - 17 km SSW of Lima, Montana",Point,"[-112.652, 44.488, 3.17]"
3054,Feature,uw61250701,0.56,"22 km ENE of Ashford, Washington",1487334876950,1487354459490,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61250701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61250701&format=geojson,,,,,reviewed,0,5,uw,61250701,",uw61250701,",",uw,",",origin,phase-data,",6.0,0.01599,0.04,119.0,ml,earthquake,"M 0.6 - 22 km ENE of Ashford, Washington",Point,"[-121.7765, 46.8621667, 0.64]"
3055,Feature,nn00578923,1.0,"27 km WSW of Hawthorne, Nevada",1487334838446,1530555965809,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00578923,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00578923&format=geojson,,,,,reviewed,0,15,nn,00578923,",nn00578923,",",nn,",",origin,phase-data,",8.0,0.05,0.136,82.52,ml,earthquake,"M 1.0 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.8985, 38.4064, 8.8]"
3056,Feature,uu60185042,1.42,"14 km W of Paris, Idaho",1487334556610,1487705262340,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185042&format=geojson,,,,,reviewed,0,31,uu,60185042,",uu60185042,",",uu,",",origin,phase-data,",12.0,0.1964,0.15,104.0,ml,earthquake,"M 1.4 - 14 km W of Paris, Idaho",Point,"[-111.5763333, 42.2396667, 12.37]"
3057,Feature,ak01727l42xt,1.3,"54 km N of Petersville, Alaska",1487334542734,1560871682703,,https://earthquake.usgs.gov/earthquakes/eventpage/ak01727l42xt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01727l42xt&format=geojson,,,,,reviewed,0,26,ak,01727l42xt,",ak15285127,ak01727l42xt,",",ak,ak,",",associate,origin,phase-data,",,,0.29,,ml,earthquake,"M 1.3 - 54 km N of Petersville, Alaska",Point,"[-150.7813, 62.9857, 103.9]"
3058,Feature,us20008mru,4.2,"139 km WSW of Panguna, Papua New Guinea",1487334420670,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mru&format=geojson,,,,,reviewed,0,271,us,20008mru,",us20008mru,",",us,",",origin,phase-data,",,3.425,1.02,179.0,mb,earthquake,"M 4.2 - 139 km WSW of Panguna, Papua New Guinea",Point,"[154.3463, -6.8569, 35]"
3059,Feature,pr17048002,3.5,"17 km SSE of Boca de Yuma, Dominican Republic",1487334341000,1494637403040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr17048002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr17048002&format=geojson,,,,,REVIEWED,0,188,pr,17048002,",us20008kf6,pr17048002,",",us,pr,",",origin,phase-data,",16.0,0.34495307,0.75,291.6,Md,earthquake,"M 3.5 - 17 km SSE of Boca de Yuma, Dominican Republic",Point,"[-68.574, 18.2201, 78]"
